회사명,제목,공고링크,지역,경력,학력,고용형태,마감일,직무분야,연봉정보,가까운역,설립일,대표자명,업종,재무정보
에빈코리아(유),경영지원/뷰티상품기획개발/구매개발/해외온라인 아마존MD/영상콘텐츠작가/온라인마케팅/영상제작PD(연출),https://www.saramin.co.krundefined,서울 강남구 외,신입 · 경력 · 정규직 외,학력무관,인턴,~12.31(화),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,경춘남춘천역 도보 15분 이내,-,강병직,종합 병원,"매출액  560.9억, 영업이익  14억 (2023년 기준)"
(주)360퍼스펙티브,[화장품/주4.5일제] 온라인 마케팅 인턴 채용 공고,https://www.saramin.co.krundefined,서울 강남구,경력무관 · 인턴직,대학교(4년)↑,인턴,상시채용,"Javascript, Java, Spring, ERP, AWS",면접 후 협의,3황금역 도보 3분 이내,1985년 05월 01일                                (업력 40년차),유인수,생물학적 제제 제조업,-
파마프런티어,제약 &amp; 바이오 GMP 및 밸리데이션 신입사원 및 경력자를 모십니.,https://www.saramin.co.krundefined,경기 용인시 기흥구,경력무관 · 정규직 외,학력무관,인턴,채용시,"Javascript, Java, 웹개발, CSS, HTML",면접 후 협의,4경의중앙이촌역 도보 7분 이내,1993년 06월 30일                                (업력 32년차),신승영/이상훈,컴퓨터 제조업,-
(주)카카오스타일,카카오스타일에서 '프로모션 마케터 인턴'을 모집합니다,https://www.saramin.co.krundefined,경기 성남시 분당구,경력무관 · 인턴직,학력무관,인턴,채용시,"Javascript, 웹개발, 웹마스터, 퍼블리셔, 영상처리",면접 후 협의,경강선신분당판교역 도보 15분 이내,2008년 11월 26일                                (업력 17년차),윤팔주,그 외 자동차용 신품 부품 제조업,매출액 1.2조 영업이익 144.2억 (2023년 기준) 전체)
(주)셀디랩,"[성장기업] 셀디랩 마케팅광고 촬영, 공간VMD 인턴 모집",https://www.saramin.co.krundefined,서울 강서구 외,경력무관 · 정규직 외,학력무관,인턴,D-5,"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,29종합운동장역 도보 15분 이내,1976년 04월 07일                                (업력 49년차),이정환/이강홍,종합 건설업,-
(주)지온메디텍,[듀얼소닉/지온메디텍] 회계팀 채용,https://www.saramin.co.krundefined,경기 안양시 동안구,경력 5년↑ · 인턴직,"대학(2,3년)↑",인턴,~01.11(토),"Javascript, Java, ASP.NET, MSSQL, 총무",면접 후 협의,1진천역 도보 7분 이내,1999년 12월 28일                                (업력 26년차),이상흔,그 외 자동차용 신품 부품 제조업,-
(주)엠바스,[부산] 자사 플랫폼 지원사업 사업기획 / 마케팅/홍보,https://www.saramin.co.krundefined,부산 연제구,경력무관 · 정규직 외,학력무관,인턴,~02.10(월),"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,7신중동역 도보 7분 이내,2000년 08월 29일                                (업력 25년차),이원종,전자상거래 소매 중개업,매출액 1.1조 영업이익 93.7억 (2023년 기준) 전체)
비즈니스전략연구소㈜,정책기획 및 기술사업화 분야 사원 모집,https://www.saramin.co.krundefined,대전 유성구,경력무관 · 정규직 외,대학교(4년)↑,인턴,~12.28(토),"Javascript, HTML, 유지보수, 퍼블리셔, SE(시스템엔지니어)",면접 후 협의,4인덕원역 도보 15분 이내,2014년 09월 30일                                (업력 11년차),최의열,의료용품 및 기타 의약 관련제품 제조업,-
한영회계법인,세무부문 People Advisory Services팀 인턴,https://www.saramin.co.krundefined,서울 영등포구,신입 · 인턴직,대학교(4년)↑,인턴,D-4,"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,우이신설삼양역 도보 7분 이내,2009년 07월 17일                                (업력 16년차),김재영/남정선,의료용품 및 기타 의약 관련제품 제조업,-
(주)이에스지경영연구원,[ESG경영연구원 / 창원] 신산업 연계 청년일자리 창출사업,https://www.saramin.co.krundefined,경남 창원시,경력무관 · 인턴직,학력무관,인턴,D-7,"Javascript, Java, 앱개발, 네트워크, 임베디드",207 만원,9봉은사역 도보 7분 이내,2000년 01월 31일                                (업력 25년차),김광현,디스플레이 제조용 기계 제조업,-
(주)코스모앤컴퍼니,[코스모앤컴퍼니]스포츠 아웃도어 영업마케팅 담당자(신입/경력),https://www.saramin.co.krundefined,서울 강남구,신입 · 경력 · 정규직 외,"대학(2,3년)↑",인턴,상시채용,"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,9봉은사역 도보 7분 이내,2012년 06월 22일                                (업력 13년차),김기명,전자상거래 소매 중개업,매출액 93.3억 영업이익 15.2억 (2023년 기준) 전체)
(주)프롬해운,해상물류 포워딩 회계보조사원 공고,https://www.saramin.co.krundefined,서울 마포구,경력무관 · 인턴직,학력무관,인턴,~01.10(금),"Javascript, Java, 웹개발, 앱개발, SE(시스템엔지니어)",면접 후 협의,5발산역 도보 12분 이내,2005년 08월 04일                                (업력 20년차),전유미,고용 알선업,매출액 269.8억 영업이익 13억 (2024년 기준) 전체)
(주)대학내일,[대학내일] 콘텐츠크리에이티브3팀 에디터 인턴(체험형),https://www.saramin.co.krundefined,서울 마포구,신입 · 인턴직,학력무관,인턴,D-5,"Javascript, 프론트엔드, Java, 웹개발, React",261 만원,28잠실역 도보 4분 이내,2020년 04월 17일                                (업력 5년차),정승탄,남녀용 겉옷 및 셔츠 도매업,매출액 487.7억 영업이익 - 53.8억 (2023년 기준) 전체)
(주)우리마트,매장영업직 정규직 신입/경력 모집,https://www.saramin.co.krundefined,경남 창원시 외,신입 · 경력 · 정규직 외,고졸↑,인턴,~12.31(화),"Javascript, Java, 웹개발, React, CSS",면접 후 협의,인천1신연수역 도보 12분 이내,1985년 10월 29일                                (업력 40년차),이상호,방사선 진단 및 병리 검사 의원,-
(주)밀버스,Tableau 엔지니어(신입 / 경력) 모집,https://www.saramin.co.krundefined,서울 강남구,경력무관 · 정규직 외,대학교(4년)↑,인턴,~01.11(토),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,2역삼역 도보 12분 이내,-,피터알덴우드,"컴퓨터 및 주변장치, 소프트웨어 도매업","매출액 7.5조, 영업이익  5,599.7억 (2023년 기준)"
한영회계법인,감사지원팀 (Audit Delivery Center) 조회서실 인턴 채용,https://www.saramin.co.krundefined,서울 영등포구,신입 · 인턴직,대학교(4년)↑,인턴,오늘마감,"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,경춘남춘천역 도보 15분 이내,2016년 11월 09일                                (업력 9년차),-,석유·화학·에너지,-
㈜금창,생산기술팀(자동화설비업무) 경력직 채용,https://www.saramin.co.krundefined,경북 영천시,경력 3년↑ · 정규직 외,학력무관,인턴,~01.11(토),"Javascript, Java, 데이터엔지니어, 앱개발, DBA",면접 후 협의,3황금역 도보 3분 이내,2014년 07월 11일                                (업력 11년차),이승재,포털 및 기타 인터넷 정보매개 서비스업,-
롯데상사(주),롯데상사(주) 글로벌전략팀 Research Assistant 채용 (인턴),https://www.saramin.co.krundefined,서울 강남구,경력무관 · 인턴직,대학교(4년)↑,인턴,~02.10(월),"Java, 웹개발, React, CSS, 백엔드/서버개발",면접 후 협의,4경의중앙이촌역 도보 7분 이내,1974년 03월 21일                                (업력 51년차),-,제약·보건·바이오,매출액  612억 (2014년 기준) 
한국보훈복지의료공단,[광주보훈병원] 2025년 체험형 청년인턴 공개채용,https://www.saramin.co.krundefined,광주 광산구,경력무관 · 인턴직,학력무관,인턴,D-2,"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,경강선신분당판교역 도보 15분 이내,2015년 10월 19일                                (업력 10년차),김써니/장인수,컴퓨터시스템 통합 자문 및 구축 서비스업,-
한국보훈복지의료공단,[광주보훈병원] 2025년 체험형 청년인턴(업무보조) 공개채용,https://www.saramin.co.krundefined,광주 광산구,경력무관 · 인턴직,학력무관,인턴,D-2,"Javascript, Java, CSS, HTML, H/W",면접 후 협의,29종합운동장역 도보 15분 이내,2000년 01월 10일                                (업력 25년차),박혜원,여행사업,-
한국보훈복지의료공단,[광주보훈병원] 2025년 체험형 청년인턴(물리치료사) 공개채용,https://www.saramin.co.krundefined,광주 광산구,경력무관 · 인턴직,학력무관,인턴,D-2,"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,1진천역 도보 7분 이내,2006년 01월 25일                                (업력 19년차),정종섭/정환규,그 외 기타 의료용 기기 제조업,-
한국보훈복지의료공단,[광주보훈병원] 2025년 체험형 청년인턴(임상병리사) 공개채용,https://www.saramin.co.krundefined,광주 광산구,경력무관 · 인턴직,학력무관,인턴,D-2,"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,7신중동역 도보 7분 이내,2015년 05월 13일                                (업력 10년차),유기현,화장품 제조업,-
한국보훈복지의료공단,[광주보훈병원] 2025년 체험형 청년인턴(방사선사) 공개채용,https://www.saramin.co.krundefined,광주 광산구,경력무관 · 인턴직,학력무관,인턴,D-2,"Javascript, Java, 웹개발, CSS, 백엔드/서버개발",면접 후 협의,4인덕원역 도보 15분 이내,-,권천년,배합 사료 제조업,"매출액  9,006억, 영업이익  241.6억  (2023년 기준)"
주식회사빈체레바이오헬스,신입/경력 직원 채용,https://www.saramin.co.krundefined,경북 포항시 북구,신입 · 경력 · 정규직 외,대학교(4년)↑,인턴,~01.10(금),"Javascript, 프론트엔드, Java, 웹개발, CSS",230 만원,우이신설삼양역 도보 7분 이내,2017년 09월 22일                                (업력 8년차),김진동,그 외 기타 분류 안된 화학제품 제조업,-
(주)세샤트,전자책 콘텐츠 운영 매니저,https://www.saramin.co.krundefined,서울 마포구,신입 · 경력 · 정규직 외,학력무관,인턴,채용시,"Javascript, Java, React, 데이터분석가, 데이터엔지니어",면접 후 협의,9봉은사역 도보 7분 이내,2015년 06월 02일                                (업력 10년차),현덕훈,완제 의약품 제조업,-
주식회사페어리멜로스,브랜딩 디자이너 모집 공고,https://www.saramin.co.krundefined,서울 강남구,경력무관 · 정규직 외,"대학(2,3년)↑",인턴,~01.10(금),"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,9봉은사역 도보 7분 이내,2015년 05월 14일                                (업력 10년차),최형록,전자상거래 소매 중개업,-
(주)에스이십칠,공연기획 매니저 모집,https://www.saramin.co.krundefined,서울 성동구,경력무관 · 계약직 외,학력무관,인턴,~01.10(금),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,5발산역 도보 12분 이내,2015년 08월 05일                                (업력 10년차),강석훈,남녀용 겉옷 및 셔츠 도매업,"매출액 2,594.9억 영업이익 32.6억 (2023년 기준) 전체)"
헤움디자인(주),[폰트디자인] 폰트 디자이너 채용,https://www.saramin.co.krundefined,서울 광진구,경력무관 · 정규직 외,대학교(4년)↑,인턴,~12.26(목),"Javascript, 프론트엔드, Java, 웹개발, CSS","3,000 만원",28잠실역 도보 4분 이내,2022년 05월 13일                                (업력 3년차),박재홍,비메모리용 및 기타 전자집적회로 제조업,매출액 135.2억 영업이익 - 52.6억 (2023년 기준) 전체)
(주)크레이버코퍼레이션,[ Craver ] 뷰티 브랜드 SKIN1004 일본 MD 담당 인턴 (채용형),https://www.saramin.co.krundefined,서울 강남구 외,경력무관 · 인턴직,학력무관,인턴,~02.09(일),"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,인천1신연수역 도보 12분 이내,2014년 10월 29일                                (업력 11년차),후안로날도바카니트리니다드,광고 대행업,매출액 376.3억 영업이익 11.4억 (2023년 기준) 전체)
(주)야놀자,"Talent Acquisition Coordinator (6개월, 인턴)",https://www.saramin.co.krundefined,서울 강남구,경력무관 · 인턴직,학력무관,인턴,채용시,"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,2역삼역 도보 12분 이내,2022년 01월 21일                                (업력 3년차),이성구,애니메이션 영화 및 비디오물 제작업,매출액 114.2억 영업이익 18.6억 (2023년 기준) 전체)
케어캠프(주),[케어캠프(주)] 영업관리 인턴 모집,https://www.saramin.co.krundefined,서울 서대문구 외,신입 · 인턴직,"대학(2,3년)↑",인턴,D-4,"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,경춘남춘천역 도보 15분 이내,2017년 02월 01일                                (업력 8년차),송세환,온라인 교육 학원,매출액 28.2억 영업이익 6억 (2022년 기준) 전체)
